latitude,longitude,altitude,geometry,id,type,league,slug,location,name,nickname,abbreviation,displayName,shortDisplayName,color,alternateColor,isActive,logo,athletesUrl,venueUrl,venueId,venueName,venueCity,venueState,venueCountry,venueAddress
39.7669,-86.1501,,Point,11,football,nfl,indianapolis-colts,Indianapolis,Colts,Colts,IND,Indianapolis Colts,Colts,003b75,ffffff,true,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/11/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3812?lang=en&region=us,3812,Lucas Oil Stadium,Indianapolis,IN,USA,"Indianapolis, IN USA"
39.1034,-94.5831,,Point,12,football,nfl,kansas-city-chiefs,Kansas City,Chiefs,Chiefs,KC,Kansas City Chiefs,Chiefs,e31837,ffb612,true,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/12/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3622?lang=en&region=us,3622,GEHA Field at Arrowhead Stadium,Kansas City,MO,USA,"Kansas City, MO USA"
36.1719,-115.14,,Point,13,football,nfl,las-vegas-raiders,Las Vegas,Raiders,Raiders,LV,Las Vegas Raiders,Raiders,000000,a5acaf,true,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/13/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/6501?lang=en&region=us,6501,Allegiant Stadium,Las Vegas,NV,USA,"Las Vegas, NV USA"
34.0536,-118.2454,,Point,14,football,nfl,los-angeles-rams,Los Angeles,Rams,Rams,LAR,Los Angeles Rams,Rams,003594,ffd100,true,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/14/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/477?lang=en&region=us,477,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,"Los Angeles, CA USA"
25.9275,-80.2221,,Point,15,football,nfl,miami-dolphins,Miami,Dolphins,Dolphins,MIA,Miami Dolphins,Dolphins,008e97,f0651d,true,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/15/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3948?lang=en&region=us,3948,Hard Rock Stadium,Miami Gardens,FL,USA,"Miami Gardens, FL USA"
44.979,-93.2649,,Point,16,football,nfl,minnesota-vikings,Minnesota,Vikings,Vikings,MIN,Minnesota Vikings,Vikings,4f2683,ffc62f,true,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/16/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/5239?lang=en&region=us,5239,U.S. Bank Stadium,Minneapolis,MN,USA,"Minneapolis, MN USA"
42.0639,-71.2468,,Point,17,football,nfl,new-england-patriots,New England,Patriots,Patriots,NE,New England Patriots,Patriots,002a5c,c60c30,true,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/17/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3738?lang=en&region=us,3738,Gillette Stadium,Foxboro,MA,USA,"Foxboro, MA USA"
29.9537,-90.0777,,Point,18,football,nfl,new-orleans-saints,New Orleans,Saints,Saints,NO,New Orleans Saints,Saints,d3bc8d,000000,true,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/18/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3493?lang=en&region=us,3493,Caesars Superdome,New Orleans,LA,USA,"New Orleans, LA USA"
40.8346,-74.0983,,Point,19,football,nfl,new-york-giants,New York,Giants,Giants,NYG,New York Giants,Giants,003c7f,c9243f,true,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/19/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3839?lang=en&region=us,3839,MetLife Stadium,East Rutherford,NJ,USA,"East Rutherford, NJ USA"
40.8346,-74.0983,,Point,20,football,nfl,new-york-jets,New York,Jets,Jets,NYJ,New York Jets,Jets,115740,ffffff,true,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/20/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3839?lang=en&region=us,3839,MetLife Stadium,East Rutherford,NJ,USA,"East Rutherford, NJ USA"
39.9522,-75.1622,,Point,21,football,nfl,philadelphia-eagles,Philadelphia,Eagles,Eagles,PHI,Philadelphia Eagles,Eagles,06424D,a5acaf,true,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/21/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3806?lang=en&region=us,3806,Lincoln Financial Field,Philadelphia,PA,USA,"Philadelphia, PA USA"
33.5386,-112.1862,,Point,22,football,nfl,arizona-cardinals,Arizona,Cardinals,Cardinals,ARI,Arizona Cardinals,Cardinals,97233f,ffffff,true,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/22/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3970?lang=en&region=us,3970,State Farm Stadium,Glendale,AZ,USA,"Glendale, AZ USA"
40.4385,-79.9973,,Point,23,football,nfl,pittsburgh-steelers,Pittsburgh,Steelers,Steelers,PIT,Pittsburgh Steelers,Steelers,000000,ffb612,true,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/23/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3752?lang=en&region=us,3752,Acrisure Stadium,Pittsburgh,PA,USA,"Pittsburgh, PA USA"
33.8316,-118.2621,,Point,24,football,nfl,los-angeles-chargers,Los Angeles,Chargers,Chargers,LAC,Los Angeles Chargers,Chargers,0080c6,ffc20e,true,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/24/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/538?lang=en&region=us,538,Dignity Health Sports Park,Carson,CA,USA,"Carson, CA USA"
37.3558,-121.9551,,Point,25,football,nfl,san-francisco-49ers,San Francisco,49ers,49ers,SF,San Francisco 49ers,49ers,aa0000,b3995d,true,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/25/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/4738?lang=en&region=us,4738,Levi's Stadium,Santa Clara,CA,USA,"Santa Clara, CA USA"
47.6036,-122.3294,,Point,26,football,nfl,seattle-seahawks,Seattle,Seahawks,Seahawks,SEA,Seattle Seahawks,Seahawks,002a5c,69be28,true,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/26/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3673?lang=en&region=us,3673,Lumen Field,Seattle,WA,USA,"Seattle, WA USA"
27.9465,-82.4593,,Point,27,football,nfl,tampa-bay-buccaneers,Tampa Bay,Buccaneers,Buccaneers,TB,Tampa Bay Buccaneers,Buccaneers,bd1c36,3e3a35,true,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/27/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3886?lang=en&region=us,3886,Raymond James Stadium,Tampa,FL,USA,"Tampa, FL USA"
38.934,-76.8966,,Point,28,football,nfl,washington-commanders,Washington,Commanders,Commanders,WSH,Washington Commanders,Commanders,5d0024,ffb612,true,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/28/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3719?lang=en&region=us,3719,FedExField,Landover,MD,USA,"Landover, MD USA"
35.2229,-80.838,,Point,29,football,nfl,carolina-panthers,Carolina,Panthers,Panthers,CAR,Carolina Panthers,Panthers,0085ca,000000,true,https://a.espncdn.com/i/teamlogos/nfl/500/car.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/29/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3628?lang=en&region=us,3628,Bank of America Stadium,Charlotte,NC,USA,"Charlotte, NC USA"
30.3315,-81.6562,,Point,30,football,nfl,jacksonville-jaguars,Jacksonville,Jaguars,Jaguars,JAX,Jacksonville Jaguars,Jaguars,007487,d7a22a,true,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/30/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3712?lang=en&region=us,3712,TIAA Bank Field,Jacksonville,FL,USA,"Jacksonville, FL USA"
39.2906,-76.6093,,Point,33,football,nfl,baltimore-ravens,Baltimore,Ravens,Ravens,BAL,Baltimore Ravens,Ravens,24135f,9a7611,true,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/33/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3814?lang=en&region=us,3814,M&T Bank Stadium,Baltimore,MD,USA,"Baltimore, MD USA"
29.7608,-95.3695,,Point,34,football,nfl,houston-texans,Houston,Texans,Texans,HOU,Houston Texans,Texans,00143f,c41230,true,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/seasons/2023/teams/34/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/football/leagues/nfl/venues/3891?lang=en&region=us,3891,NRG Stadium,Houston,TX,USA,"Houston, TX USA"
42.3587,-71.0567,,Point,1,hockey,nhl,boston-bruins,Boston,Bruins,Bruins,BOS,Boston Bruins,Bruins,000000,fdbb30,true,https://a.espncdn.com/i/teamlogos/nhl/500/bos.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/1/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1824?lang=en&region=us,1824,TD Garden,Boston,MA,USA,"Boston, MA USA"
42.8854,-78.8785,,Point,2,hockey,nhl,buffalo-sabres,Buffalo,Sabres,Sabres,BUF,Buffalo Sabres,Sabres,00468b,fdb71a,true,https://a.espncdn.com/i/teamlogos/nhl/500/buf.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/2/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1848?lang=en&region=us,1848,KeyBank Center,Buffalo,NY,USA,"Buffalo, NY USA"
51.0451,-114.0571,,Point,3,hockey,nhl,calgary-flames,Calgary,Flames,Flames,CGY,Calgary Flames,Flames,dd1a32,fdbe57,true,https://a.espncdn.com/i/teamlogos/nhl/500/cgy.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/3/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1843?lang=en&region=us,1843,Scotiabank Saddledome,Calgary,AB,Canada,"Calgary, AB Canada"
41.8843,-87.6324,,Point,4,hockey,nhl,chicago-blackhawks,Chicago,Blackhawks,Blackhawks,CHI,Chicago Blackhawks,Blackhawks,e31937,000000,true,https://a.espncdn.com/i/teamlogos/nhl/500/chi.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/4/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1847?lang=en&region=us,1847,United Center,Chicago,IL,USA,"Chicago, IL USA"
42.3317,-83.048,,Point,5,hockey,nhl,detroit-red-wings,Detroit,Red Wings,Red Wings,DET,Detroit Red Wings,Red Wings,e30526,ffffff,true,https://a.espncdn.com/i/teamlogos/nhl/500/det.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/5/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/5404?lang=en&region=us,5404,Little Caesars Arena,Detroit,MI,USA,"Detroit, MI USA"
53.5455,-113.4901,,Point,6,hockey,nhl,edmonton-oilers,Edmonton,Oilers,Oilers,EDM,Edmonton Oilers,Oilers,00205b,ff4c00,true,https://a.espncdn.com/i/teamlogos/nhl/500/edm.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/6/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/5282?lang=en&region=us,5282,Rogers Place,Edmonton,AB,Canada,"Edmonton, AB Canada"
35.7855,-78.6427,,Point,7,hockey,nhl,carolina-hurricanes,Carolina,Hurricanes,Hurricanes,CAR,Carolina Hurricanes,Hurricanes,e30426,000000,true,https://a.espncdn.com/i/teamlogos/nhl/500/car.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/7/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/999?lang=en&region=us,999,PNC Arena,Raleigh,NC,USA,"Raleigh, NC USA"
34.0536,-118.2454,,Point,8,hockey,nhl,los-angeles-kings,Los Angeles,Kings,Kings,LA,Los Angeles Kings,Kings,000000,b0b7bc,true,https://a.espncdn.com/i/teamlogos/nhl/500/la.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/8/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1841?lang=en&region=us,1841,crypto.com Arena,Los Angeles,CA,USA,"Los Angeles, CA USA"
32.7782,-96.7951,,Point,9,hockey,nhl,dallas-stars,Dallas,Stars,Stars,DAL,Dallas Stars,Stars,20864c,000000,true,https://a.espncdn.com/i/teamlogos/nhl/500/dal.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/9/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/516?lang=en&region=us,516,American Airlines Center,Dallas,TX,USA,"Dallas, TX USA"
45.5089,-73.5542,,Point,10,hockey,nhl,montreal-canadiens,Montreal,Canadiens,Canadiens,MTL,Montreal Canadiens,Canadiens,c41230,013a81,true,https://a.espncdn.com/i/teamlogos/nhl/500/mtl.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/10/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1831?lang=en&region=us,1831,Bell Centre,Montreal,QC,Canada,"Montreal, QC Canada"
40.8346,-74.0983,,Point,11,hockey,nhl,new-jersey-devils,New Jersey,Devils,Devils,NJ,New Jersey Devils,Devils,e30b2b,000000,true,https://a.espncdn.com/i/teamlogos/nhl/500/nj.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/11/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/2562?lang=en&region=us,2562,IZOD Center,East Rutherford,NJ,USA,"East Rutherford, NJ USA"
40.7075,-73.7044,,Point,12,hockey,nhl,new-york-islanders,New York,Islanders,Islanders,NYI,New York Islanders,Islanders,00529b,f47d31,true,https://a.espncdn.com/i/teamlogos/nhl/500/nyi.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/12/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/7226?lang=en&region=us,7226,UBS Arena,Elmont,NY,USA,"Elmont, NY USA"
40.7145,-74.0071,,Point,13,hockey,nhl,new-york-rangers,New York,Rangers,Rangers,NYR,New York Rangers,Rangers,0056ae,e51937,true,https://a.espncdn.com/i/teamlogos/nhl/500/nyr.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/13/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1830?lang=en&region=us,1830,Madison Square Garden,New York,NY,USA,"New York, NY USA"
45.4252,-75.7,,Point,14,hockey,nhl,ottawa-senators,Ottawa,Senators,Senators,OTT,Ottawa Senators,Senators,dd1a32,b79257,true,https://a.espncdn.com/i/teamlogos/nhl/500/ott.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/14/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1832?lang=en&region=us,1832,Canadian Tire Centre,Ottawa,ON,Canada,"Ottawa, ON Canada"
39.9522,-75.1622,,Point,15,hockey,nhl,philadelphia-flyers,Philadelphia,Flyers,Flyers,PHI,Philadelphia Flyers,Flyers,fe5823,000000,true,https://a.espncdn.com/i/teamlogos/nhl/500/phi.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/15/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1845?lang=en&region=us,1845,Wells Fargo Center,Philadelphia,PA,USA,"Philadelphia, PA USA"
40.4385,-79.9973,,Point,16,hockey,nhl,pittsburgh-penguins,Pittsburgh,Penguins,Penguins,PIT,Pittsburgh Penguins,Penguins,000000,fdb71a,true,https://a.espncdn.com/i/teamlogos/nhl/500/pit.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/16/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1837?lang=en&region=us,1837,PPG Paints Arena,Pittsburgh,PA,USA,"Pittsburgh, PA USA"
39.74,-104.992,,Point,17,hockey,nhl,colorado-avalanche,Colorado,Avalanche,Avalanche,COL,Colorado Avalanche,Avalanche,860038,005695,true,https://a.espncdn.com/i/teamlogos/nhl/500/col.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/17/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/892?lang=en&region=us,892,Ball Arena,Denver,CO,USA,"Denver, CO USA"
37.3387,-121.8854,,Point,18,hockey,nhl,san-jose-sharks,San Jose,Sharks,Sharks,SJ,San Jose Sharks,Sharks,00788a,070707,true,https://a.espncdn.com/i/teamlogos/nhl/500/sj.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/18/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1653?lang=en&region=us,1653,SAP Center at San Jose,San Jose,CA,USA,"San Jose, CA USA"
38.6277,-90.1996,,Point,19,hockey,nhl,st-louis-blues,St. Louis,Blues,Blues,STL,St. Louis Blues,Blues,00468b,fdb71a,true,https://a.espncdn.com/i/teamlogos/nhl/500/stl.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/19/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1839?lang=en&region=us,1839,Enterprise Center,Saint Louis,MO,USA,"Saint Louis, MO USA"
27.9465,-82.4593,,Point,20,hockey,nhl,tampa-bay-lightning,Tampa Bay,Lightning,Lightning,TB,Tampa Bay Lightning,Lightning,003d7c,b2b7bb,true,https://a.espncdn.com/i/teamlogos/nhl/500/tb.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/20/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1396?lang=en&region=us,1396,Amalie Arena,Tampa,FL,USA,"Tampa, FL USA"
43.6535,-79.3839,,Point,21,hockey,nhl,toronto-maple-leafs,Toronto,Maple Leafs,Maple Leafs,TOR,Toronto Maple Leafs,Maple Leafs,003e7e,ffffff,true,https://a.espncdn.com/i/teamlogos/nhl/500/tor.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/21/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1838?lang=en&region=us,1838,Scotiabank Arena,Toronto,ON,Canada,"Toronto, ON Canada"
49.2616,-123.1133,,Point,22,hockey,nhl,vancouver-canucks,Vancouver,Canucks,Canucks,VAN,Vancouver Canucks,Canucks,003e7e,008752,true,https://a.espncdn.com/i/teamlogos/nhl/500/van.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/22/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1833?lang=en&region=us,1833,Rogers Arena,Vancouver,BC,Canada,"Vancouver, BC Canada"
38.8904,-77.0319,,Point,23,hockey,nhl,washington-capitals,Washington,Capitals,Capitals,WSH,Washington Capitals,Capitals,d71830,0b1f41,true,https://a.espncdn.com/i/teamlogos/nhl/500/wsh.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/23/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1823?lang=en&region=us,1823,Capital One Arena,Washington,DC,USA,"Washington, DC USA"
33.5386,-112.1862,,Point,24,hockey,nhl,arizona-coyotes,Arizona,Coyotes,Coyotes,ARI,Arizona Coyotes,Coyotes,790023,b95915,true,https://a.espncdn.com/i/teamlogos/nhl/500/ari.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/24/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1829?lang=en&region=us,1829,Gila River Arena,Glendale,AZ,USA,"Glendale, AZ USA"
33.8329,-117.9152,,Point,25,hockey,nhl,anaheim-ducks,Anaheim,Ducks,Ducks,ANA,Anaheim Ducks,Ducks,000000,f26924,true,https://a.espncdn.com/i/teamlogos/nhl/500/ana.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/25/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1842?lang=en&region=us,1842,Honda Center,Anaheim,CA,USA,"Anaheim, CA USA"
26.1691,-80.294,,Point,26,hockey,nhl,florida-panthers,Florida,Panthers,Panthers,FLA,Florida Panthers,Panthers,e51937,002d62,true,https://a.espncdn.com/i/teamlogos/nhl/500/fla.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/26/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1840?lang=en&region=us,1840,FLA Live Arena,Sunrise,FL,USA,"Sunrise, FL USA"
36.1678,-86.7781,,Point,27,hockey,nhl,nashville-predators,Nashville,Predators,Predators,NSH,Nashville Predators,Predators,fdba31,002d62,true,https://a.espncdn.com/i/teamlogos/nhl/500/nsh.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/27/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1834?lang=en&region=us,1834,Bridgestone Arena,Nashville,TN,USA,"Nashville, TN USA"
33.7483,-84.3911,,Point,28,hockey,nhl,winnipeg-jets,Winnipeg,Jets,Jets,WPG,Winnipeg Jets,Jets,002d62,c41230,true,https://a.espncdn.com/i/teamlogos/nhl/500/wpg.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/28/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1827?lang=en&region=us,1827,State Farm Arena,Atlanta,GA,USA,"Atlanta, GA USA"
39.962,-83.0027,,Point,29,hockey,nhl,columbus-blue-jackets,Columbus,Blue Jackets,Blue Jackets,CBJ,Columbus Blue Jackets,Blue Jackets,002d62,e31937,true,https://a.espncdn.com/i/teamlogos/nhl/500/cbj.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/29/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1828?lang=en&region=us,1828,Nationwide Arena,Columbus,OH,USA,"Columbus, OH USA"
44.9444,-93.0933,,Point,30,hockey,nhl,minnesota-wild,Minnesota,Wild,Wild,MIN,Minnesota Wild,Wild,124734,ae122a,true,https://a.espncdn.com/i/teamlogos/nhl/500/min.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/30/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/1835?lang=en&region=us,1835,Xcel Energy Center,Saint Paul,MN,USA,"Saint Paul, MN USA"
36.1719,-115.14,,Point,37,hockey,nhl,vegas-golden-knights,Vegas,Golden Knights,Golden Knights,VGK,Vegas Golden Knights,Golden Knights,344043,b4975a,true,https://a.espncdn.com/i/teamlogos/nhl/500/vgk.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/37/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/5060?lang=en&region=us,5060,T-Mobile Arena,Las Vegas,NV,USA,"Las Vegas, NV USA"
47.6036,-122.3294,,Point,124292,hockey,nhl,seattle-kraken,Seattle,Kraken,Kraken,SEA,Seattle Kraken,Kraken,000d33,a3dce4,true,https://a.espncdn.com/i/teamlogos/nhl/500/sea.png,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/seasons/2023/teams/124292/athletes?lang=en&region=us,http://sports.core.api.espn.com/v2/sports/hockey/leagues/nhl/venues/7224?lang=en&region=us,7224,Climate Pledge Arena,Seattle,WA,USA,"Seattle, WA USA"
39.2906,-76.6093,,Point,1,baseball,mlb,baltimore-orioles,Baltimore,Orioles,,BAL,Baltimore Orioles,Orioles,000000,df4601,true,https://a.espncdn.com/i/teamlogos/mlb/500/bal.png,http://sports.core.api.espn.com/v2/sports/baseball/leagues/mlb/seasons/2023/teams/1/athletes?lang=en&region=us,,,,,,,Baltimore
42.3587,-71.0567,,Point,2,baseball,mlb,boston-red-sox,Boston,Red Sox,,BOS,Boston Red Sox,Red Sox,0d2b56,bd3039,true,https://a.espncdn.com/i/teamlogos/mlb/500/bos.png,http://sports.core.api.espn.com/v2/sports/baseball/leagues/mlb/seasons/2023/teams/2/athletes?lang=en&region=us,,,,,,,Boston
